userName,content,score
Pengguna Google,Top mantap,5
Pengguna Google,Sangat menyenangkan dan sangat membantu,5
Pengguna Google,Mantap,5
Pengguna Google,Kopi jaman now memang keren dan mantap,5
Pengguna Google,Muanteeeb.... 👍👍👍 Menu nya mengingat mantan2..😁 Banyak bgt..,5
Pengguna Google,Top,5
Pengguna Google,"Menurut app ini bgus , mudah buat memesan dan harga trjangkau, soal knikmatan kopi nyaa jan di tanya enak bnget ,,top markotos lahh buat app ini",5
Pengguna Google,Percuma di update tapi pas di store nya poin scan barcode nya tidak bertambah tolong segera di perbaiki,1
Pengguna Google,Mantap rasa kopinya,5
Pengguna Google,Good,5
Pengguna Google,"Dengan adanya app kopi kenangan, kini memudahkan saya utk memesan kopi kesukaan, trims app kopi kenangan, semoga semakin maju",5
Pengguna Google,Aplikasi nya bagus bisa meriview harga dan makanan pesan sekaligus,5
Pengguna Google,Untuk driver gograb point gk pernah masuk payah,1
Pengguna Google,"Poin gk masuk, di scan cuma formalitas doang",1
Pengguna Google,Dari tanggal 20 desember 2019 sampai 26 januari 2020 poin maaih tetap eror tidak bisa nambah tolong perbaiki sistem jgn upgrade terus tpi ga ada perubahan,1
Pengguna Google,Recomended bgt,5
Pengguna Google,Boleh juga nih🤗,5
Pengguna Google,"Saya pecinta Kopi,,semoga kopi kenangan menjadi yang terbaik dan lebih maju lagi",5
Pengguna Google,Aplikasi bagus,5
Pengguna Google,App nya kerenn,5
Pengguna Google,"Selalu suka sama kopi kenangan, setelah ada aplikasinya makin mudah ngopi enak. ☺️☺️",5
Pengguna Google,poin saya hilang semua,1
Pengguna Google,Mantullllll 😍😘😘😘😘,5
Pengguna Google,Aplikasi ini dapat mempermudah penesanan dan dapat kopi gratis. Setiap kita membagikan kode yang di berikan,5
Pengguna Google,"aplikasi bagus, bisa tau lokasi terdekat, penikmat kopi tau rasa yang sesuai selera, terus berkarya dan lebih banyak lagi discountnya :))",5
Pengguna Google,Aplikasi ini sangat membantu sekali buat order kopi terenak kopi kenangann dan tidak perlu antri pokoknya top bgt deh,5
Pengguna Google,Sy kasih bintang 4dulu untuk pelayanan nya lom terlalu ok...masih menganggap customer itu seolah membutuhkan /mencari kopi dia apalagi yang perempuan 1 itu,4
Pengguna Google,kopinya sangat enak. dan harganya terjangkau,5
Pengguna Google,sangat praktis sekali,5
Pengguna Google,Mantab.,5
Pengguna Google,Secara user interface bagus dan menyenangkan. Bisa pesen tanpa antri. Lanjutkan,5
Pengguna Google,"GA JELAS, OUTLETNYA MAKIN DIKIT. KOPI KENANGAN PLAZA OLEOS AJA GA ADA. PARAHH👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",5
Pengguna Google,Mantap,5
Pengguna Google,Ok bingit,5
Pengguna Google,Ko sampai sekarang aplikasinya ga bisa scan padahal saya belanja gede udh sy update juga malah yg versi lama bisa scan,4
Pengguna Google,"Alplikasinya sangat bagus jadi lebih mudah untuk memesan kopi kenangan, kopi kenangan teman kumpul kita semua",5
Pengguna Google,Bagus,5
Pengguna Google,"Mantap,, saya pencinta soppi",5
Pengguna Google,"Saya suka sekali aplikasinya dapat mempermudah semua kalangan untuk membeli kopi kenangan ini. Tidak, perlu nganteri dan tinggal langsung pesan. Apalagi ada kode khususnya yang membuat semua kalangan dari jomblo sampai bahagia.. Hehehe... Terima kasih atas aplikasinya its the best dah developernya...",5
Pengguna Google,"Sebagai pecinta kopi,aplikasi ini mengenalkan kopi pilihan dengan harga yang terjangkau, membantu sekali untuk acara nongkrong kumpul bareng bagi pecinta kopi....mantap",5
Pengguna Google,Menyenangkan,5
Pengguna Google,kopinya enak enak,5
Pengguna Google,Top bgt,5
Pengguna Google,"Download dan masukkan kode "" dxivc2 "" untuk dapatkan 15.000 point untuk free coffee mu... terima kasih",5
Pengguna Google,"Percuma di download, scan poin nya mana?????",1
Pengguna Google,"Dengan Aplikasi ini saya dapat lebih tenang menjalani kehidupan, seperti Kopi Kenangan ☺️",5
Pengguna Google,Crotttt,5
Pengguna Google,Kopi nya memang enak tapi tolong perbaiki untuk mba kasir cara pelayanan nya kalo pembeli minta scen utuk poin tolong dilayani dong (pembeli adalah raja),1
Pengguna Google,Keren banget aplikasinya,5
Pengguna Google,"Aplikasi ini sangat memudahkan kita untuk pesan minuman, sambil ngerjain kerja samping di aplikasi sampingan😍😍😍😍😍 Thanks yuuu😍",5
Pengguna Google,Baru nimbrung dan belum mrasakn Kopi Kenangn.Kenapa sulit pakai Aplikasi Gojek dari pada Grab sampai kini Ku belum pasang Aplikasi ke dua-duanya..? Lebih baik pakai Aplikasi Grab.? Aplikasi Gojek..bukan cintai Produk-produk Indonesia.,1
Pengguna Google,"Aplikasi yg oke nih, tinggal pesen langsung deh di kirim tanpa perlu antre lagii. Sip",5
Pengguna Google,Aplikasinya sangat membantu dalam pemesanan kopi lewat online,5
Pengguna Google,"Kopi mantap,punya ciri khas tersendiri",5
Pengguna Google,Top,5
Pengguna Google,Sangat membantu,5
Pengguna Google,Mantap,5
Pengguna Google,"Anak muda indonesia smkin berbakat, doa yg terbaik untuk kedepan nya, smga makin sukses kapi kenanngan 👍",5
Pengguna Google,Nyaman dan ramah pelayanan y,5
Pengguna Google,Bagus,5
Pengguna Google,Puas buanget buat nambah tempat nongkrong,5
Pengguna Google,Mantullll,5
Pengguna Google,Aplikasi yang menyediakan cara mudah untuk membeli kopi kenangan,5
Pengguna Google,Butuuuut,1
Pengguna Google,Bisa membantu buat bikin pesanan yg banyak,4
Pengguna Google,Mantap kopinya bener bner mantap,5
Pengguna Google,"Kopinya enak, n pelayanannya cepat",5
Pengguna Google,Good,5
Pengguna Google,"Saya suka aplikasi ini , sangat membantu jadi cepat pesen minuman ngga perlu antri",5
Pengguna Google,"Saya sangat meyukai aplikasi ini,karna sangat memudahkan membeli kopi kenangan,teros ada kopo gratisnya juga loh",5
Pengguna Google,Josss banget,5
Pengguna Google,Good Service,5
Pengguna Google,"Baru tau adanya aplikasi ini, bener2 membantu bgt buat kaum2 mageran hahaha Btw kopinya enak banget, bener2 berasa kek minum kopi dirumah nenekkk. Cobain guys !",5
Pengguna Google,Top,5
Pengguna Google,Aplikasi kekinian yang memudahkan penggemar kopi mendapatkan seleranya. Banyak varian baru... Sayang di kota... Tapi... Mudah digunakan dan ada vouchernya...,5
Pengguna Google,Enak dan oke,5
Pengguna Google,Kenapa setiap saya membeli kopi'kenangan di Transmart cempaka putih bisa di scan...knpa di green pramuka tidak bisa..saya tanya karyawannya judes judes bnget.saya jadi bingung.....tolong karyawan nya di GPS di bimbing lagi.,3
Pengguna Google,"Saya sudah bbrapa kali beli kopi kenangan tapi kenapa setiap saya kekasir dan bertanya ke kasir aplikasi dri kopi kenangan selalu ga bsa eror terus jadi ga pernah dapet point2 lagi , ini sampai kapan yah",3
Pengguna Google,"Enak banget jadi bisa ngerti tiap detailnya, bisa langsung delivery tanpa pake gofood/grabfood lagi,yeay!!!",5
Pengguna Google,Mantab,5
Pengguna Google,Nice,5
Pengguna Google,jossss,5
Pengguna Google,Mau kopi gratis? Masukan kode referral ini 3mfxgw,4
Pengguna Google,"Aplilasi minta di apdet,,giliran sy apdet poin y ilang. O",1
Pengguna Google,Mantap,5
Pengguna Google,Kopinya memang mantap,5
Pengguna Google,"katanya klo kirim kode refferal kita ke org lain bsa dpt kopi gratis, udh saya coba kirim kode ke beberapa orang dan bli kopi di kopken tapi tak ada satupun point atau kopi gratis yg saya dapatkan...",1
Pengguna Google,"sblm ad maintenance smpe tgl 16januari kita sbg driver ojol sangat senang dgn aplikasi ini, karena kita bisa diberikan kesempatan mendapatkan point, anggap saja keringat kita itu dihargai pihak KopKen... kini kita sbg Driver dicampakkan tdk dihargai lagi Tidak blh menggunakan Aplikasi ini di Kopi Kenangan, semua Point menjadi KENANGAN bagi kita, kini ngebid di KopKen menjadi KENANGAN menjauhi Area KopKen yg ada disini",1
Pengguna Google,Ok,5
Pengguna Google,Ok,5
Pengguna Google,Maantap,5
Pengguna Google,"Kasih bintang 3 dlu dah sampe fitur scan struk nya muncul baru kasih bintang 5, nunggu"" dri kmrn tapi belom rilis""",3
Pengguna Google,Kopi kenangan phinisi poin makassar tidak bisa transaksi melalui gopay,1
Pengguna Google,Good,5
Pengguna Google,Mntap,5
Pengguna Google,"Katanya kopi gratis, wkwkwk",1
Pengguna Google,Bgus,5
Pengguna Google,Sama aja antri jg,1
Pengguna Google,Kopinya mantap harga bersahabat... Jgn lupa download aplikasinya dgn kode promo ini 19tfwj maka kamu akan mendapatkan bonus point 15 rb yg bs kamu pakai buat pembelian kopi diseluruh outlet kopi kenangan,5
Pengguna Google,Mantap ambil kode (8knfqe) untuk dapat kopi gatis,5
Pengguna Google,Applikasi bagus wajib download,5
Pengguna Google,Good aplikasi,5
Pengguna Google,"Keren sekali kopi kenanga,kopinya milenial banget,pokoknya top markotop deh.....",5
Pengguna Google,Kopi yang sangat enak dan banyak promonya lagi...udh gitu kopinya ga terlalu manis bahkan bisa disesuaikan dengan keinginan kita,5
Pengguna Google,"Dengan adanya aplikasi ini sangat membantu apalagi nyari informasi outlet kopi kenangan terdekat, dan gausah ribet lagi bisa pesan langsung di aplikasi ^^",5
Pengguna Google,Aplikasi ini membuat saya mudah untuk memesan kopi dengan berbagai macam jenis pesan.. semoga aplikasi ini dapat membantu untuk kedepannya jaya kopi kenangan...,5
Pengguna Google,"Aplikasi yang sangat bagus dan dapat digunakan semua kalangan. Dapat menghemat waktu tanpa mengantri panjang, cukup dengan buka apk dan lanjut pesan. Pokok nya keren aplikasi nya .",5
Pengguna Google,Kopi mantaap,5
Pengguna Google,kopi sedap,5
Pengguna Google,"Buat Nyaman, Penuh dengan Bahasa Manis... Duh, Bakal jadi Kenangan Ngopi Terindah nih... 🙊",5
Pengguna Google,Mantap pokonya mah,5
Pengguna Google,Mantapp rasa kopinya,5
Pengguna Google,Godd,5
Pengguna Google,🥰,5
Pengguna Google,mantaaaap,5
Pengguna Google,"Aplikasinya bagus, keren dahhhhh Mantapp",5
Pengguna Google,Aplikasinya sangat bagus dan banyak promonyaa✨ terimakasih kopi kenangan,5
Pengguna Google,Mantap,5
Pengguna Google,Aplikasinya bagus sangat membantu dan mudah digunakan 👍,5
Pengguna Google,Aplikasi sangat enak dilihat dan servicenya cepat,5
Pengguna Google,"Aplikasi ini sangat membantu sekali, karena jadi tidak mengantri lagi di kedainya",5
Pengguna Google,"Aplikasi yg memudahkan memesan kopi, bantu banget bro,recomended",5
Pengguna Google,"semakim praktis dengan aplikasi ini ,tanpa ngantri",5
Pengguna Google,"Gila sih , ini kopi udh rasanya paling best. Cara order nya jg di permudah , jd gk perlu repot lama² ngantri. Tingkatkan terus ya bosqu , mengenai rasa dan jg menu kopi nya tambah terus.",5
Pengguna Google,Aplikasi ini sangat membantu saya dalam melakukan pembelian kopi di store karena kita tidak perlu lagi antri untuk order kopi ini jadi menghemat waktu 😄😄,5
Pengguna Google,"Aplikasi yang sangat baik , apalagi disini ada kode promo untuk ke gebetan bisa mendapatkan 1 kopi gratis aplikasi yang sangat membantu bintang 5 untuk aplikasi ini",5
Pengguna Google,"Sangaatt sukaaa, dengan adanga aplikasi ini disaat sedang sibuk bisa langsung beli. Amaan pulaa oembayarannya lewat mana aja bisa!!",5
Pengguna Google,user friendly bgt dan sangat memudahkan order. Sukses terus kopi kenangan,5
Pengguna Google,"Aplikasi ini sangat membantu dalam pemesanan kopi kenangan, lebih cepat dan lebih praktis cara pemesanannya👍",5
Pengguna Google,"saya suka aplikasinya, karena dapat mempermudah saya untuk membeli kopi secara online",5
Pengguna Google,"Aplikasi nya ok banget, jadi ga perlu antri lagi",5
Pengguna Google,Makin seneng ternyata ada juga apk nya sukses selalu kopi kenangan,5
Pengguna Google,Sangat mudah digunakan dan semakin keren kopi kenangan. Membantu saya yg bisa pesen via online,5
Pengguna Google,"Aplikasinya sangat bagus sekali ,saya jadi gampang untuk beli kopi kenangan ,jadi gak perlu ngantri ,saya tinggal pesan aja lewat aplikasi ini , aplikasinya sangat membatu saya apalagi saya pecinta kopi ,cocok deh klw pake aplikasi ini , Rekomendasi buat kalin buruan download dan daptar ,dan pesan kopi kenangan lewat aplikasi ini",5
Pengguna Google,"Pesan dulu di aplikasi , dtg tinggal bayar gausah ribet nunggu . Aplikasi recommended buat yg doyan ngopi tapi malas nunggu",5
Pengguna Google,"Asik, keren banget aplikasinya jadi lebih gampang kalo mau pesen udah gitu dapet cashback pula",5
Pengguna Google,"Aplikasi ini membuat proses pemesanan kopi kesukaan saya menjadi lebih cepat dan praktis, saya tidak perlu mengantri di outlet dan saya mendapat banyak keuntungan dari penggunaan aplikasinya ketimbang memesan langsung di outlet.",5
Pengguna Google,DARI SEMUA JENIS KOPI MILENIAL. INI DOANG YGR RASA KOPI NYA PAS DI LIDAH. DITAMBAH CARA ORDER NYA SKRG JD MUDAH PAKAI APPLIKASI. TINGKATKAN TERUS YA KENANGANS.,5
Pengguna Google,Mantap kopinyaaa juaraa mantap nyaaaa,5
Pengguna Google,"Kopi yang banyak memberikan kenangan antara aku, dia dan kamu.",5
Pengguna Google,"Dengan adanya aplikasi ini sangat membantu bagi penggila kopi, cukup di pesan sambil santai dan gak perlu repot2 ngantri🤗",5
Pengguna Google,"Aku udah sering banget beli kopi nya , rasanya enak. Terntata Kopi Kenangan punya Aplikasinya yg bisa lebih gampang lihat lokasi dan Update nya kopi ini. Sukses Terussss Kopi Kenangan..",5
Pengguna Google,"Kopi yang sangat menyenangkan untuk waktu yang luang dan tempat yang nyaman buat nongkrong sama teman2, nggak bakalan nyesel kalo kita mencoba kopi kenangan ini dijamin nagih terus. Semoga terus maju kopi kenangan.",5
Pengguna Google,Kopi yg bener2 wajib dicobain sama semua kalangan!,5
Pengguna Google,"Aplikasinya sangat membantu ga perlu ribet Dateng ke store dan ngantri, mantulll kopikenangan:)",5
Pengguna Google,Aplikasi yang bagus dapat mempermudah dalam memesan minuman sehingga tidak repot lagi dalam prosesnya,5
Pengguna Google,AMAZING! Aplikasi ini sangat berguna buat aku untuk memesan kopi yang aku sukai. Gak perlu repot antri lagi deh. Lanjutkan KOPI KENANGAN.!,5
Pengguna Google,"Sangat membantu, mempermudah order coffee tanpa ngantri 😘😘😘😘",5
Pengguna Google,Saya sangat senang sekali dengan adanya aplikasi ini semua jadi semudah itu.. ini sih kerennnn abisssss 😚,5
Pengguna Google,Aplikasi ini sangat bagus,5
Pengguna Google,Jadi lebih mudah untuk ordernya.,5
Pengguna Google,Biaru tau kalau bsa berkali-kali ngopi gratis tiap kali kasi kode ke Doi... 😆😆😆,5
Pengguna Google,Aplikasinya bagus banget buat memudahkan memesan lewat aplikasi❤,5
Pengguna Google,Mantap,5
Pengguna Google,Kopi nya sangat enak dan cocok untuk anak muda,5
Pengguna Google,"Aplikasinya bagus banget buat memudahkan memesan lewat aplikasi, loveeee",5
Pengguna Google,The best tiramisu coffee in town,5
Pengguna Google,Aplikasi ini memudahkan kita untuk tidak lagi antri menunggu lama di tempat antrian,5
Pengguna Google,Aplikasi ini memudahkan saya memesan varian kopi yg diinginkan lebih cepat,5
Pengguna Google,Keren. Banyak promo nya dan aplikasi nya eye catching !,5
Pengguna Google,Sekarang pesan kopi sudah lebih mudah 😍,5
Pengguna Google,"Pengalaman pertama menikmati kopi semudah melalui aplikasi ini, sangat membantu . Terima kasih kopi kenangan :)",5
Pengguna Google,"Apk keren buat pencita kopi kenangan, bisa tau outlet terdekat dimana pun kita mau ngopi kopi kenangan kereennnnnnn",5
Pengguna Google,Akhirnya kopi kesukaan gue ada aplikasinya. Semakin mudah buat mesennya dan tau diskon2nya hehe,5
Pengguna Google,"Aplikasi ini bagus sangat mempermudah pelanggan agar tidak antri lagi di store. Dan aku sangat suka, sukses trus kopi kenangan 😘",5
Pengguna Google,Saya suka aplikasi ini dapat mempermudah membeli kopi,5
Pengguna Google,Great enakkk,5
Pengguna Google,Keren Pelayanan terbaik dibandingkan aplikasi lain yang sejenis,5
Pengguna Google,Aplikasi sangat membantu gk perlu ngantri lagi buat mesen,5
Pengguna Google,Sudah lama merasakan kopi kenangan di kantor ... sekarang bisa di pesan kerumah lewat aplikasi. Aplikasi sdh ok ...,5
Pengguna Google,"aplikasinya simpel dan mudah dalam pengoperasian, menunya pun beragam kopinya lumayan enak & murah saya sudah pernah beli di MKG kelapa gading...........smoga bisa mendunia",5
Pengguna Google,"Mantab ada aplikasi nya buat cari storenya yang terdekat, terbaik",5
Pengguna Google,Mantap deh pokoke!! :) Pagi Siang Sore Malam Ingat Mantan ya Kopi Kenangan!!! Biarpun sudah bisa Delivery Online tapi Lebih Asik Kalau Kita Ngopi langsung Di TKP.. Mantul Seru Asik Deh Pokoke!!! Kopi Kenangan Pamulang!!!,5
Pengguna Google,"Kopi kenangan ini paling recommended banget buat kalian yang lagi gabut, bosan, dan ngantuk. Aplikasinya sangat memudahkan dan lancar. Banyak kode vouchernya juga wahh.",5
Pengguna Google,"Aplikasi bagus...sangat membantu, tidak perlu antri lama di store...dpt point pula...bisa digunakan di pembelian berikutnya....😄😄😄",5
Pengguna Google,"menurut saya kopinya enak☺️biasanya langsung beli ke outletnya,... Pas tau ada app nya jadi enak, gak perlu cape2 keluar lagi😁 untuk sarannya Mohon untuk di tampilan harganya di aplikasinya. 👍👍",5
Pengguna Google,Aplikasi okee goodlah. Jangan lupa masukin kode ini hganad biar dapet 15 k.,5
Pengguna Google,"Suka banget pake aplikasi ini, jadi mudah beli kopi kenangan, ga perlu antri lagi sangat membantu sekali 😍😍",5
Pengguna Google,"Sangat merasa terbantu dengan aplikasi langsung dari kopi kenangan, d aplikasi ini kalau beli kopi kenangan bisa ngumpulin poin . Juga ada kode voucher untuk dapat diskon. Bisa dapat cashback juga loh.. pokoknya aplikasi kopi kenangan ini sangat mantap . Kopinya enak , aplikasinya nambah mempermudah semua.,🥰🥰🥰",5
Pengguna Google,Sukaa bangett ngebantu kalau mau pesen kopi dan gak mau ribet buat ngantri lama lagiii,5
Pengguna Google,Sangat bagus dan membantu sekali aplikasinya,5
Pengguna Google,Aplikasi yang sangat membantu...mau ngopi kapan aja...dimana aja... Gampang...,5
Pengguna Google,Suka banget sama kopinya. Apalagi skrg ada aplikasi nya trus ada kopi gratisnya juga lagi. ..,5
Pengguna Google,"Kopi kenangan, Rasa Kopi nya Pass harganya juga Passss dikantong 😍😍😍",5
Pengguna Google,Bagussssss,5
Pengguna Google,"Yeay sekarang mau minum kopi udah ga perlu ribet lagi, tinggal buka aplikasi dan ga perlu antri lagi, semuanya udah praktis, recommended banget lah aplikasi ini buat anak2 jaman now yg selalu suka hal2 yg praktis👍",5
Pengguna Google,"aku baru tahu kalau ada aplikasi kayak gini. Aku memang bukan coffee adict, tapi aku suka kopi. dan aplikasi ini semakin memudahkan aku order kopi. Udah jelas tertera keterangan kalau mau pesen kopi apa. Soo easy!",5
Pengguna Google,Jadi lebih cepat... gak perlu ngantri jauh jauh,5
Pengguna Google,Mantabb akhirnya ada appnya,5
Pengguna Google,Mantul bos q buat cuaca hujan,5
Pengguna Google,Bagus banget mempermudah,5
Pengguna Google,Bagus.. daftarnya sangan mudah dan simple.. Semoga semudah memesan kopinya..,5
Pengguna Google,"Pilihan lebih banyak dibanding gofood,pembayaran bisa pake ovo,gopay akhirnya bisa jg gw ngopi enak dirumah",5
Pengguna Google,Buruk.php,1
Pengguna Google,"Sangat membantu sekali, apalagi ada hadiah kopi gratisnya gitu. Top dahh..",5
Pengguna Google,"Sangat membantu bagi pecinta kopi seperti saya, gak bingung nyari kopi lagi tinggal pesen lewat hp langsung datang. Thanks kopi kenangan.",5
Pengguna Google,"Kopinya enak, aplikasinya keren, mudah digunakan.. benar-benar user friendly, cukup detail dan untuk ide jajan/pesan kopi langsung di aplikasinya ini menurutku keren.. yang baru buat akun bisa pakai kode aku (j3ggen) buat dapet diskon 😍",5
Pengguna Google,Wiehhh keren... Sekarang g perlu susah lagi lewat aplikasi gojek.. or grab.. dri apk ini udh bisa.... Proses cepat.. anti lag good dah,5
Pengguna Google,Mantap.. Bisa lihat outlet tedekat.. Bisa langsung bayar.. Dan bisa ambil tanpa antri..,5
Pengguna Google,"APP Coffe shop terkeren sih ini ... dan yang pasti anti ngatri"" club ... ada status"" nya juga dari jomblo 😁... eh ada juga kopi gratis buat gebetan 😎 keren pokoknya",5
Pengguna Google,Kopi apaan nih pahit banget ngga ada rasa khasnya,1
Pengguna Google,Pernah beberapa kali beli kopi ini yang rasanya enak bgt ternyata ada aplikasinya yang bikin untung juga. Good job Jangan lupa pake kode : 53fqzp Saat daftar yaa teman teman,5
Pengguna Google,"Rasa kopinya wenak bangett, dan tidak perlu repot-repot mengantri 👍👍",5
Pengguna Google,Mantap 🤘,5
Pengguna Google,"tempat favorit saya untuk hangout mudah dan respon karyawan sayang baik sekali,.",5
Pengguna Google,"Cuman OUTLATE"" gede doang yg terdeteksi, tapi yg kecil ga terdeteksi, jadi jauh"" bgt, tolong dong OUTLATE yg kecil juga terdeteksi, klo udah bakal saya kasih bintang 5",1
Pengguna Google,"Menikmati kopi terenak tinggal pesen pake apikasi, app nya simple mudah digunakan. Banyak promonya pula, kopi gratis pake kode ""9b1wbk"" pas daftar baru, lumayan",5
Pengguna Google,good,5
Pengguna Google,disuruh like & bikin rating bagus eh pas di input program berakhir,1
Pengguna Google,The best coffee,5
Pengguna Google,"yg mau kopi gratis masukin kode ( fseap7 ) suapaya tinggal beli kopi gratis .kopinya jiga enak yuk buruan donwload dan masukin kode ""fseap7""",5
Pengguna Google,Ok,5
Pengguna Google,"Update mulu..g jelas bangat ni aplikasi lama""",2
Pengguna Google,Update mulu bro,5
Pengguna Google,Oke,5
Pengguna Google,Tolong semuah otled di pasukin dong kalo udah nati di + lagi Bintang nya,2
Pengguna Google,👍👍👍👍,5
Pengguna Google,Saya berkali kali gagal install di galaxy tab with s pen,1
Pengguna Google,bagussss..cm jarang ada bonuss by one get one,5
Pengguna Google,Rasanya the Best,5
Pengguna Google,Rasanya nikmat sekali,5
Pengguna Google,Apk mantapp langsung cus aja masukin kode brjjdb buat dapetin kopi gratis..,5
Pengguna Google,Baru donwload . Kalo mau pesen trus dianter pake ongkir yaa?,3
Pengguna Google,Good apps for coffee from Indonesia,5
Pengguna Google,Ok,5
Pengguna Google,"Saran tambahin menu makanan rotinya , dimenu aplikasi ..",4
Pengguna Google,"Ok,udh bisa scan",5
Pengguna Google,Mantap,5
Pengguna Google,Ok,5
Pengguna Google,Haiii min kenapa pengguna baru pake kode Refeall Tidak dpt Point' 15.000??? Mohon djawab,4
Pengguna Google,Mantap,5
Pengguna Google,Ini sangat memuaskan,5
Pengguna Google,Mantab,5
Pengguna Google,Ada pegawai outlet Citos yg suka teredor Apakah tdk di trening,1
Pengguna Google,Apps yang mudah digunakan. Perbanyak promo yg menarik.,4
Pengguna Google,Masih error nih aplikasinya minta di update terus padahal udah di update.. minta re-login terus lagi :(,3
Pengguna Google,"Sementara bintang 1 dulu. Masukan aja sebelum minta orang2 download tolong sempurnakan dulu aplikasinya. Seperti kita mau pesan 2 nih yg 1 mau less sugar yg 1 normal. Tapi kita cuman bisa pilih 1 aja,harus nya minimal ada note buat jelasin kopi yg di order nya. Oiyah saya ada langganan banget sama kopi kenangan,saya selalu beli di area ip bandung.",1
Pengguna Google,Good,5
Pengguna Google,Mantap,5
Pengguna Google,Kopi kenangan kopiku banget. Mantap.,5
Pengguna Google,Aplikasinya bagus jangan lupa masukin kode reffreal aku ya buat dpet bonus hihi ( 32wipa ),5
Pengguna Google,Enak kopi,5
Pengguna Google,Keren,5
Pengguna Google,Suka kopinya,5
Pengguna Google,Minta di update terus 🙃,3
Pengguna Google,Saya blm ambil pesanan kenapa ud d selesai kan Tlg d konfirmasi donk d thamrin plaza Ovo saya d balikin donk,2
Pengguna Google,Good kaaa,5
Pengguna Google,"enak kopinya, mantap aplikasinya",5
Pengguna Google,Oke bagus,4
Pengguna Google,"Saya update dan pesan hari ini tapi aplikasi bermasalah dan mengharuskan untuk mengirim kode OTP sampe akhirnya tidak bisa login. Udah gitu, meski ada bukti kepotong di OVO tetap saja di kasirnya gak terima. Kalau gak bisa bikin aplikasi jangan bikin dong. Orang pengen ngopi sekarang, masa disuruh tunggu 24 jam dulu. Apk kopi paling buruk sepanjang masa. Menyebalkan bukan main.",1
Pengguna Google,Susah digunakan,1
Pengguna Google,Promo dan diskon lebih banyak lagi dong....,4
Pengguna Google,Lumayan,3
Pengguna Google,kenapa saya kan pesen lewat aplikaasi ini udh saya bayar di ovo kok setelah sampai outlet di suruh bayar lagi??,1
Pengguna Google,Saudara saya kerja di situu,5
Pengguna Google,Good,5
Pengguna Google,Sangat senang dalam acara berdua dengan teman dan kopi kenagan,5
Pengguna Google,Sangat mudah,5
Pengguna Google,Saya install ulang kenapa tdk bisa di buka ya minta kode OTP by SMS gak muncul kode OTP dari SMS...tolong kenapa ini aplikasi,4
Pengguna Google,Voucher habis,1
Pengguna Google,Buat apa Sken Poin aku beli di lotte mall bintaro kasirnya Diam2 gak nawarin percuma khan Dowlod habis2in kuota aja,1
Pengguna Google,Saya suka kopi yg kenangan mantan...,3
Pengguna Google,Keren,5
Pengguna Google,Gitu dah pokoknye,5
Pengguna Google,Keren,5
Pengguna Google,Bagus,5
Pengguna Google,Wow,5
Pengguna Google,Good,5
Pengguna Google,Tidak bisa cancel saat salah plih lokasi,1
Pengguna Google,Kopi nya enak..,5
Pengguna Google,Coba,3
Pengguna Google,Aplikasinya ok bgt. Jd gak perlu antri lagi dan bisa terup date promonya,5
Pengguna Google,Ok,5
Pengguna Google,Masukin kode referal (((1egtve))) saat mendaftar di aplikasi Kopi Kenangan untuk dapetin satu minuman gratis. Cuss langsung download aplikasinya.,5
Pengguna Google,"Senang bangettt make aplikasi ini !!! Bayarnya mudah bisa melalui ovo ataupun gopay nga ribet ! Begitu datang tinggal tunjukin aja deh kekasir ! Daftar nya juga ngak ribet dan aplikasi juga sangat gampang digunakan bila ingin mengorder minumannya hehehe! Buat kamu yang baru mau download pake kode referal aku ya : ""dcuyhv"" bisa dapat 15.000 point! Lumayan banget kan biar bisa ngopi bareng dia !!! terimakasih guys!",5
Pengguna Google,Mantab,5
Pengguna Google,Banyak promooooooo. Mantep,5
Pengguna Google,good,4
Pengguna Google,kopinya enak dan pas,5
Pengguna Google,"Rasa kopinya top banget.. Beda dari yang lain. Harga terjangkau, kualitas the best... Yang belum coba Kopi Kenangan belum Gaul.. Buruan deh coba 👍👍👍👍👍",5
Pengguna Google,Kopi kenangan yang di sumarecon Bekasi pelayanan ny kaya tai kasir atas nama NADIA.. Mentang ojol yang pesan.. Tanpa ojol kalian bukan apa2 Bisa begitu ya terima pegawai kaya seperti itu... Tolong untuk di tindak lanjuti lagi,1
Pengguna Google,Aplikasi yang sangat membantu sekarang kalo order pas di jalan berangkat kerja bayar pakai ovo atau gopay.. jadi kalo pas udah sampe di outlet uob plaza tinggal ambil doang.. 😍😍😍,5
Pengguna Google,"Makasih, sekarang udah ada yang No Sugar di aplikasi nya min min",5
Pengguna Google,"Agak ribet pemesanannya. Untuk bayar pake Ovo, tidak langsung link, tp harus keluar dulu, lalu masuk aplikasi Ovo. Dan terkadang sudah pesan, lalu pas sampai di outlet, ternyata belum dibuatkan, karena ternyata ga dibaca aplikasinya oleh kasir. Kejadian di Kopi Kenangan Kota Harapan Indah Bekasi",2
Pengguna Google,"Sangat membantu , pesan di apk bisa bayar pakai ovo atau gopay . Dan setiap hari ada promo buy one get one 😁 langsung order bayar pick up deh gausah ngantri di kasir . Good service 🥰✌️",5
